Date & Time,Temperature,Clouds,Humidity,Barometer,Wind,Wind Direction
"Friday, 13 April 2018, 18:00 — 00:00",31 / 24 °C,Haze,36%,1011 mbar,6 km/h,WNW
"Saturday, 14 April 2018, 00:00 — 06:00",24 / 22 °C,Passing clouds,53%,1009 mbar,6 km/h,NNE
"Saturday, 14 April 2018, 06:00 — 12:00",33 / 23 °C,Scattered clouds,41%,1011 mbar,5 km/h,NW
"Saturday, 14 April 2018, 12:00 — 18:00",35 / 33 °C,Passing clouds,31%,1008 mbar,10 km/h,WNW
"Saturday, 14 April 2018, 18:00 — 00:00",31 / 26 °C,Haze,46%,1008 mbar,1 km/h,NE
"Sunday, 15 April 2018, 00:00 — 06:00",25 / 22 °C,Clear,60%,1007 mbar,1 km/h,NNE
"Sunday, 15 April 2018, 06:00 — 12:00",35 / 22 °C,Passing clouds,42%,1009 mbar,4 km/h,W
"Sunday, 15 April 2018, 12:00 — 18:00",37 / 35 °C,Clear,30%,1007 mbar,8 km/h,W
"Sunday, 15 April 2018, 18:00 — 00:00",35 / 30 °C,Passing clouds,38%,1007 mbar,9 km/h,ENE
"Monday, 16 April 2018, 00:00 — 06:00",28 / 23 °C,Thunderstorms. Partly cloudy,56%,1008 mbar,24 km/h,NNW
"Monday, 16 April 2018, 06:00 — 12:00",31 / 22 °C,Passing clouds,62%,1011 mbar,27 km/h,NNW
"Monday, 16 April 2018, 12:00 — 18:00",33 / 30 °C,Scattered clouds,41%,1010 mbar,20 km/h,ENE
"Monday, 16 April 2018, 18:00 — 00:00",28 / 24 °C,Passing clouds,54%,1010 mbar,15 km/h,NE
"Tuesday, 17 April 2018, 00:00 — 06:00",23 / 21 °C,Passing clouds,65%,1011 mbar,20 km/h,WNW
"Tuesday, 17 April 2018, 06:00 — 12:00",32 / 21 °C,Scattered clouds,60%,675 mbar,15 km/h,NE
"Tuesday, 17 April 2018, 12:00 — 18:00",35 / 33 °C,Passing clouds,33%,1011 mbar,12 km/h,NNW
"Tuesday, 17 April 2018, 18:00 — 00:00",32 / 26 °C,Passing clouds,44%,1011 mbar,14 km/h,NNW
"Wednesday, 18 April 2018, 00:00 — 06:00",25 / 23 °C,Clear,61%,1011 mbar,13 km/h,NNW
"Wednesday, 18 April 2018, 06:00 — 12:00",34 / 23 °C,Passing clouds,47%,1012 mbar,11 km/h,N
"Wednesday, 18 April 2018, 12:00 — 18:00",35 / 34 °C,Passing clouds,33%,1009 mbar,15 km/h,WNW
"Wednesday, 18 April 2018, 18:00 — 00:00",33 / 28 °C,Haze,43%,1007 mbar,8 km/h,WNW
"Thursday, 19 April 2018, 00:00 — 06:00",27 / 25 °C,Passing clouds,54%,1006 mbar,11 km/h,N
"Thursday, 19 April 2018, 06:00 — 12:00",35 / 25 °C,Scattered clouds,43%,1007 mbar,5 km/h,WNW
"Thursday, 19 April 2018, 12:00 — 18:00",35 / 33 °C,Broken clouds,34%,1004 mbar,15 km/h,SW
"Thursday, 19 April 2018, 18:00 — 00:00",31 / 26 °C,Passing clouds,42%,1003 mbar,12 km/h,ESE
"Friday, 20 April 2018, 00:00 — 06:00",26 / 21 °C,Thunderstorms. Partly cloudy,59%,1002 mbar,15 km/h,E
"Friday, 20 April 2018, 06:00 — 12:00",23 / 19 °C,Broken clouds,70%,1002 mbar,25 km/h,N
"Friday, 20 April 2018, 12:00 — 18:00",27 / 20 °C,Scattered clouds,54%,1005 mbar,21 km/h,WSW
"Friday, 20 April 2018, 18:00 — 00:00",24 / 18 °C,Passing clouds,69%,1010 mbar,15 km/h,NE
"Saturday, 21 April 2018, 00:00 — 06:00",18 / 16 °C,Passing clouds,72%,809 mbar,11 km/h,ENE
"Saturday, 21 April 2018, 06:00 — 12:00",28 / 16 °C,Clear,56%,675 mbar,16 km/h,NW
"Saturday, 21 April 2018, 12:00 — 18:00",31 / 29 °C,Clear,34%,1011 mbar,19 km/h,WNW
"Saturday, 21 April 2018, 18:00 — 00:00",29 / 22 °C,Clear,45%,1011 mbar,11 km/h,NW
"Sunday, 22 April 2018, 00:00 — 06:00",21 / 18 °C,Clear,62%,1011 mbar,4 km/h,WNW
"Sunday, 22 April 2018, 06:00 — 12:00",31 / 19 °C,Clear,44%,1012 mbar,10 km/h,NW
"Sunday, 22 April 2018, 12:00 — 18:00",34 / 31 °C,Clear,25%,1010 mbar,13 km/h,NW
"Sunday, 22 April 2018, 18:00 — 00:00",30 / 24 °C,Haze,38%,1011 mbar,7 km/h,W
"Monday, 23 April 2018, 00:00 — 06:00",23 / 21 °C,Haze,50%,1010 mbar,8 km/h,WNW
"Monday, 23 April 2018, 06:00 — 12:00",35 / 23 °C,Haze,34%,1010 mbar,15 km/h,WNW
"Monday, 23 April 2018, 12:00 — 18:00",37 / 35 °C,Clear,23%,1007 mbar,17 km/h,NW
"Monday, 23 April 2018, 18:00 — 00:00",34 / 25 °C,Haze,34%,1008 mbar,5 km/h,W
"Tuesday, 24 April 2018, 00:00 — 06:00",23 / 20 °C,Clear,54%,1007 mbar,0 km/h,N
"Tuesday, 24 April 2018, 06:00 — 12:00",36 / 21 °C,Haze,37%,1009 mbar,6 km/h,W
"Tuesday, 24 April 2018, 12:00 — 18:00",39 / 36 °C,Clear,22%,1006 mbar,10 km/h,W
"Tuesday, 24 April 2018, 18:00 — 00:00",36 / 26 °C,Haze,33%,1006 mbar,4 km/h,W
"Wednesday, 25 April 2018, 00:00 — 06:00",26 / 23 °C,Passing clouds,48%,1005 mbar,0 km/h,N
"Wednesday, 25 April 2018, 06:00 — 12:00",39 / 26 °C,Haze,34%,1006 mbar,7 km/h,SSE
"Wednesday, 25 April 2018, 12:00 — 18:00",41 / 39 °C,Passing clouds,20%,1002 mbar,7 km/h,SW
"Wednesday, 25 April 2018, 18:00 — 00:00",37 / 30 °C,Haze,35%,1003 mbar,13 km/h,NNE
"Thursday, 26 April 2018, 00:00 — 06:00",29 / 24 °C,Haze,44%,1002 mbar,7 km/h,N
"Thursday, 26 April 2018, 06:00 — 12:00",39 / 28 °C,Haze,29%,1005 mbar,13 km/h,N
"Thursday, 26 April 2018, 12:00 — 18:00",41 / 39 °C,Clear,21%,1003 mbar,12 km/h,NNW
"Thursday, 26 April 2018, 18:00 — 00:00",36 / 29 °C,Haze,34%,1004 mbar,2 km/h,NNE
"Friday, 27 April 2018, 00:00 — 06:00",29 / 26 °C,Haze,47%,1004 mbar,2 km/h,SE
"Friday, 27 April 2018, 06:00 — 12:00",38 / 28 °C,Scattered clouds,33%,671 mbar,8 km/h,SE
"Friday, 27 April 2018, 12:00 — 18:00",40 / 38 °C,Scattered clouds,24%,1005 mbar,9 km/h,E
"Friday, 27 April 2018, 18:00 — 00:00",37 / 30 °C,Haze,33%,1006 mbar,11 km/h,NE
"Saturday, 28 April 2018, 00:00 — 06:00",30 / 27 °C,Passing clouds,44%,1006 mbar,8 km/h,E
"Saturday, 28 April 2018, 06:00 — 12:00",37 / 26 °C,Scattered clouds,49%,1008 mbar,11 km/h,ESE
"Saturday, 28 April 2018, 12:00 — 18:00",40 / 38 °C,Haze,30%,1005 mbar,6 km/h,E
"Saturday, 28 April 2018, 18:00 — 00:00",38 / 29 °C,Haze,34%,1005 mbar,8 km/h,NNE
"Sunday, 29 April 2018, 00:00 — 06:00",28 / 25 °C,Passing clouds,46%,804 mbar,6 km/h,SE
"Sunday, 29 April 2018, 06:00 — 12:00",37 / 25 °C,Haze,48%,880 mbar,9 km/h,ENE
"Sunday, 29 April 2018, 12:00 — 18:00",39 / 37 °C,Haze,30%,1001 mbar,8 km/h,NW
"Sunday, 29 April 2018, 18:00 — 00:00",37 / 29 °C,Haze,41%,1000 mbar,3 km/h,NW
"Monday, 30 April 2018, 00:00 — 06:00",30 / 24 °C,Clear,55%,1000 mbar,2 km/h,ESE
"Monday, 30 April 2018, 06:00 — 12:00",39 / 26 °C,Haze,38%,1002 mbar,6 km/h,SE
"Monday, 30 April 2018, 12:00 — 18:00",41 / 41 °C,Haze,24%,1000 mbar,10 km/h,WSW
"Monday, 30 April 2018, 18:00 — 00:00",38 / 32 °C,Haze,34%,1001 mbar,3 km/h,W
"Tuesday, 1 May 2018, 00:00 — 06:00",32 / 27 °C,Haze,46%,1002 mbar,9 km/h,SSE
"Tuesday, 1 May 2018, 06:00 — 12:00",37 / 26 °C,Haze,47%,1005 mbar,18 km/h,SE
"Tuesday, 1 May 2018, 12:00 — 18:00",41 / 37 °C,Haze,29%,1003 mbar,9 km/h,S
"Tuesday, 1 May 2018, 18:00 — 00:00",39 / 32 °C,Haze,38%,1003 mbar,9 km/h,ESE
"Wednesday, 2 May 2018, 00:00 — 06:00",32 / 29 °C,Passing clouds,54%,1006 mbar,6 km/h,SSE
"Wednesday, 2 May 2018, 06:00 — 12:00",32 / 29 °C,Broken clouds,52%,1008 mbar,20 km/h,E
"Wednesday, 2 May 2018, 12:00 — 18:00",37 / 30 °C,Scattered clouds,35%,1005 mbar,23 km/h,WSW
"Wednesday, 2 May 2018, 18:00 — 00:00",30 / 25 °C,Passing clouds,64%,1004 mbar,11 km/h,ESE
"Thursday, 3 May 2018, 00:00 — 06:00",24 / 23 °C,Thunderstorms. Partly cloudy,75%,704 mbar,10 km/h,NE
"Thursday, 3 May 2018, 06:00 — 12:00",32 / 23 °C,Passing clouds,59%,896 mbar,9 km/h,SE
"Thursday, 3 May 2018, 12:00 — 18:00",36 / 34 °C,Passing clouds,35%,641 mbar,11 km/h,E
"Thursday, 3 May 2018, 18:00 — 00:00",34 / 28 °C,Haze,44%,447 mbar,11 km/h,ESE
"Friday, 4 May 2018, 00:00 — 06:00",28 / 26 °C,Clear,57%,916 mbar,9 km/h,E
"Friday, 4 May 2018, 06:00 — 12:00",34 / 26 °C,Clear,56%,1009 mbar,14 km/h,SE
"Friday, 4 May 2018, 12:00 — 18:00",38 / 35 °C,Scattered clouds,36%,1006 mbar,6 km/h,ESE
"Friday, 4 May 2018, 18:00 — 00:00",35 / 31 °C,Haze,40%,1007 mbar,7 km/h,NNW
"Saturday, 5 May 2018, 00:00 — 06:00",30 / 26 °C,Haze,48%,1006 mbar,5 km/h,NNE
"Saturday, 5 May 2018, 06:00 — 12:00",37 / 26 °C,Haze,40%,1008 mbar,9 km/h,ENE
"Saturday, 5 May 2018, 12:00 — 18:00",38 / 35 °C,Scattered clouds,31%,1006 mbar,26 km/h,NNE
"Saturday, 5 May 2018, 18:00 — 00:00",34 / 29 °C,Passing clouds,35%,1007 mbar,16 km/h,NE
"Sunday, 6 May 2018, 00:00 — 06:00",27 / 23 °C,Thunderstorms. Broken clouds,60%,1006 mbar,22 km/h,NE
"Sunday, 6 May 2018, 06:00 — 12:00",27 / 22 °C,Rain. Broken clouds,74%,918 mbar,17 km/h,NE
"Sunday, 6 May 2018, 12:00 — 18:00",31 / 28 °C,Scattered clouds,50%,784 mbar,21 km/h,E
"Sunday, 6 May 2018, 18:00 — 00:00",30 / 25 °C,Passing clouds,58%,1008 mbar,11 km/h,N
"Monday, 7 May 2018, 00:00 — 06:00",25 / 21 °C,Thunderstorms. Partly cloudy,63%,925 mbar,28 km/h,N
"Monday, 7 May 2018, 06:00 — 12:00",32 / 22 °C,Passing clouds,53%,1009 mbar,24 km/h,ENE
"Monday, 7 May 2018, 12:00 — 18:00",35 / 28 °C,Scattered clouds,40%,604 mbar,17 km/h,NE
"Monday, 7 May 2018, 18:00 — 00:00",28 / 24 °C,Passing clouds,68%,603 mbar,15 km/h,NNW
"Tuesday, 8 May 2018, 00:00 — 06:00",24 / 21 °C,Passing clouds,68%,804 mbar,9 km/h,NNE
"Tuesday, 8 May 2018, 06:00 — 12:00",31 / 22 °C,Scattered clouds,59%,1007 mbar,9 km/h,NE
"Tuesday, 8 May 2018, 12:00 — 18:00",34 / 31 °C,Scattered clouds,43%,1005 mbar,13 km/h,E
"Tuesday, 8 May 2018, 18:00 — 00:00",31 / 25 °C,Passing clouds,49%,1006 mbar,10 km/h,ESE
"Wednesday, 9 May 2018, 00:00 — 06:00",24 / 23 °C,Passing clouds,60%,1007 mbar,4 km/h,E
"Wednesday, 9 May 2018, 06:00 — 12:00",34 / 23 °C,Scattered clouds,49%,1009 mbar,8 km/h,ENE
"Wednesday, 9 May 2018, 12:00 — 18:00",36 / 34 °C,Scattered clouds,34%,1008 mbar,6 km/h,NE
"Wednesday, 9 May 2018, 18:00 — 00:00",34 / 27 °C,Haze,42%,1008 mbar,3 km/h,NW
"Thursday, 10 May 2018, 00:00 — 06:00",27 / 24 °C,Clear,57%,1008 mbar,1 km/h,NNE
"Thursday, 10 May 2018, 06:00 — 12:00",36 / 27 °C,Haze,40%,826 mbar,6 km/h,W
"Thursday, 10 May 2018, 12:00 — 18:00",38 / 36 °C,Clear,32%,1008 mbar,9 km/h,W
"Thursday, 10 May 2018, 18:00 — 00:00",36 / 29 °C,Haze,42%,1007 mbar,2 km/h,NW
"Friday, 11 May 2018, 00:00 — 06:00",28 / 25 °C,Clear,61%,1006 mbar,1 km/h,WNW
"Friday, 11 May 2018, 06:00 — 12:00",38 / 25 °C,Haze,45%,1006 mbar,5 km/h,WSW
"Friday, 11 May 2018, 12:00 — 18:00",40 / 39 °C,Clear,30%,669 mbar,8 km/h,WSW
"Friday, 11 May 2018, 18:00 — 00:00",38 / 31 °C,Haze,43%,903 mbar,3 km/h,WSW
"Saturday, 12 May 2018, 00:00 — 06:00",32 / 29 °C,Passing clouds,53%,892 mbar,5 km/h,SW
"Saturday, 12 May 2018, 06:00 — 12:00",40 / 34 °C,Scattered clouds,32%,1005 mbar,14 km/h,ESE
"Saturday, 12 May 2018, 12:00 — 18:00",42 / 33 °C,Scattered clouds,30%,1003 mbar,11 km/h,NE
"Saturday, 12 May 2018, 18:00 — 00:00",31 / 26 °C,Passing clouds,56%,1005 mbar,20 km/h,ENE
"Sunday, 13 May 2018, 00:00 — 06:00",26 / 25 °C,Thundershowers. Passing clouds,58%,1007 mbar,25 km/h,N
"Sunday, 13 May 2018, 06:00 — 12:00",37 / 26 °C,Scattered clouds,41%,1007 mbar,12 km/h,NNE
"Sunday, 13 May 2018, 12:00 — 18:00",39 / 35 °C,Scattered clouds,31%,1005 mbar,20 km/h,NNW
"Sunday, 13 May 2018, 18:00 — 00:00",34 / 29 °C,Haze,43%,1004 mbar,13 km/h,NNW
"Monday, 14 May 2018, 00:00 — 06:00",28 / 25 °C,Clear,55%,1005 mbar,4 km/h,SSE
"Monday, 14 May 2018, 06:00 — 12:00",33 / 25 °C,Scattered clouds,53%,1007 mbar,6 km/h,SSE
"Monday, 14 May 2018, 12:00 — 18:00",36 / 33 °C,Scattered clouds,37%,1005 mbar,7 km/h,E
"Monday, 14 May 2018, 18:00 — 00:00",35 / 29 °C,Haze,45%,1005 mbar,10 km/h,ESE
"Tuesday, 15 May 2018, 00:00 — 06:00",29 / 27 °C,Passing clouds,55%,1005 mbar,14 km/h,NNE
"Tuesday, 15 May 2018, 06:00 — 12:00",35 / 27 °C,Scattered clouds,44%,1007 mbar,13 km/h,E
"Tuesday, 15 May 2018, 12:00 — 18:00",37 / 35 °C,Scattered clouds,33%,904 mbar,14 km/h,ENE
"Tuesday, 15 May 2018, 18:00 — 00:00",35 / 25 °C,Passing clouds,44%,627 mbar,22 km/h,NNW
"Wednesday, 16 May 2018, 00:00 — 06:00",26 / 24 °C,Thunderstorms. Passing clouds,64%,602 mbar,13 km/h,N
"Wednesday, 16 May 2018, 06:00 — 12:00",35 / 25 °C,Scattered clouds,52%,1006 mbar,7 km/h,WNW
"Wednesday, 16 May 2018, 12:00 — 18:00",38 / 35 °C,Scattered clouds,34%,1004 mbar,14 km/h,W
"Wednesday, 16 May 2018, 18:00 — 00:00",36 / 30 °C,Passing clouds,42%,1004 mbar,7 km/h,WNW
"Thursday, 17 May 2018, 00:00 — 06:00",29 / 27 °C,Passing clouds,51%,1004 mbar,11 km/h,N
"Thursday, 17 May 2018, 06:00 — 12:00",33 / 28 °C,Scattered clouds,47%,1006 mbar,13 km/h,WSW
"Thursday, 17 May 2018, 12:00 — 18:00",37 / 33 °C,Broken clouds,34%,1005 mbar,8 km/h,NW
"Thursday, 17 May 2018, 18:00 — 00:00",36 / 30 °C,Passing clouds,40%,1004 mbar,9 km/h,NNW
"Friday, 18 May 2018, 00:00 — 06:00",30 / 28 °C,Passing clouds,46%,1004 mbar,7 km/h,SW
"Friday, 18 May 2018, 06:00 — 12:00",37 / 28 °C,Scattered clouds,40%,1005 mbar,11 km/h,NNW
"Friday, 18 May 2018, 12:00 — 18:00",39 / 37 °C,Passing clouds,28%,1003 mbar,12 km/h,WNW
"Friday, 18 May 2018, 18:00 — 00:00",38 / 30 °C,Haze,36%,1003 mbar,8 km/h,W
"Saturday, 19 May 2018, 00:00 — 06:00",30 / 26 °C,Clear,52%,1004 mbar,18 km/h,NNW
"Saturday, 19 May 2018, 06:00 — 12:00",37 / 27 °C,Haze,38%,1005 mbar,24 km/h,NNE
"Saturday, 19 May 2018, 12:00 — 18:00",37 / 30 °C,Scattered clouds,32%,731 mbar,9 km/h,N
"Saturday, 19 May 2018, 18:00 — 00:00",34 / 28 °C,Haze,41%,302 mbar,4 km/h,ENE
"Sunday, 20 May 2018, 00:00 — 06:00",28 / 25 °C,Clear,50%,731 mbar,5 km/h,NNE
"Sunday, 20 May 2018, 06:00 — 12:00",41 / 25 °C,Clear,34%,1008 mbar,13 km/h,N
"Sunday, 20 May 2018, 12:00 — 18:00",40 / 38 °C,Passing clouds,20%,1006 mbar,13 km/h,WNW
"Sunday, 20 May 2018, 18:00 — 00:00",37 / 29 °C,Haze,31%,1006 mbar,6 km/h,WNW
"Monday, 21 May 2018, 00:00 — 06:00",29 / 26 °C,Haze,42%,1005 mbar,8 km/h,NNW
"Monday, 21 May 2018, 06:00 — 12:00",39 / 29 °C,Haze,26%,1008 mbar,12 km/h,N
"Monday, 21 May 2018, 12:00 — 18:00",40 / 38 °C,Scattered clouds,20%,1006 mbar,13 km/h,W
"Monday, 21 May 2018, 18:00 — 00:00",38 / 30 °C,Haze,28%,1006 mbar,10 km/h,WNW
"Tuesday, 22 May 2018, 00:00 — 06:00",30 / 27 °C,Haze,36%,1005 mbar,8 km/h,NNW
"Tuesday, 22 May 2018, 06:00 — 12:00",40 / 29 °C,Haze,30%,1008 mbar,13 km/h,NNW
"Tuesday, 22 May 2018, 12:00 — 18:00",42 / 40 °C,Haze,19%,1005 mbar,9 km/h,W
"Tuesday, 22 May 2018, 18:00 — 00:00",38 / 32 °C,Haze,26%,1005 mbar,14 km/h,NNW
"Wednesday, 23 May 2018, 00:00 — 06:00",32 / 27 °C,Haze,34%,1004 mbar,17 km/h,N
"Wednesday, 23 May 2018, 06:00 — 12:00",39 / 30 °C,Haze,28%,1006 mbar,13 km/h,NNW
"Wednesday, 23 May 2018, 12:00 — 18:00",42 / 40 °C,Clear,17%,335 mbar,16 km/h,N
"Wednesday, 23 May 2018, 18:00 — 00:00",40 / 31 °C,Haze,24%,557 mbar,9 km/h,WNW
"Thursday, 24 May 2018, 00:00 — 06:00",30 / 26 °C,Haze,36%,627 mbar,9 km/h,NNW
"Thursday, 24 May 2018, 06:00 — 12:00",40 / 29 °C,Clear,24%,1005 mbar,11 km/h,N
"Thursday, 24 May 2018, 12:00 — 18:00",42 / 40 °C,Clear,18%,1002 mbar,9 km/h,WNW
"Thursday, 24 May 2018, 18:00 — 00:00",33 / 31 °C,Haze,31%,1003 mbar,4 km/h,WNW
"Friday, 25 May 2018, 00:00 — 06:00",29 / 27 °C,Haze,35%,1002 mbar,1 km/h,N
"Friday, 25 May 2018, 06:00 — 12:00",42 / 32 °C,Haze,23%,1004 mbar,5 km/h,NE
"Friday, 25 May 2018, 12:00 — 18:00",43 / 41 °C,Clear,18%,1002 mbar,16 km/h,W
"Friday, 25 May 2018, 18:00 — 00:00",40 / 31 °C,Haze,29%,1002 mbar,6 km/h,WNW
"Saturday, 26 May 2018, 00:00 — 06:00",31 / 27 °C,Haze,40%,1001 mbar,4 km/h,W
"Saturday, 26 May 2018, 06:00 — 12:00",42 / 30 °C,Haze,26%,445 mbar,2 km/h,ENE
"Saturday, 26 May 2018, 12:00 — 18:00",43 / 41 °C,Passing clouds,19%,769 mbar,12 km/h,SSW
"Saturday, 26 May 2018, 18:00 — 00:00",39 / 34 °C,Partly cloudy,25%,1001 mbar,24 km/h,NNE
"Sunday, 27 May 2018, 00:00 — 06:00",33 / 29 °C,Haze,33%,1000 mbar,10 km/h,ENE
"Sunday, 27 May 2018, 06:00 — 12:00",41 / 30 °C,Haze,26%,1002 mbar,11 km/h,NNW
"Sunday, 27 May 2018, 12:00 — 18:00",43 / 42 °C,Clear,19%,637 mbar,12 km/h,NNW
"Sunday, 27 May 2018, 18:00 — 00:00",42 / 31 °C,Haze,28%,333 mbar,8 km/h,WNW
"Monday, 28 May 2018, 00:00 — 06:00",31 / 28 °C,Haze,36%,800 mbar,6 km/h,NW
"Monday, 28 May 2018, 06:00 — 12:00",42 / 28 °C,Haze,26%,901 mbar,13 km/h,WNW
"Monday, 28 May 2018, 12:00 — 18:00",44 / 42 °C,Clear,18%,998 mbar,15 km/h,WNW
"Monday, 28 May 2018, 18:00 — 00:00",40 / 33 °C,Haze,29%,997 mbar,9 km/h,WNW
"Tuesday, 29 May 2018, 00:00 — 06:00",33 / 29 °C,Haze,38%,997 mbar,7 km/h,ENE
"Tuesday, 29 May 2018, 06:00 — 12:00",42 / 29 °C,Haze,32%,998 mbar,11 km/h,E
"Tuesday, 29 May 2018, 12:00 — 18:00",44 / 43 °C,Scattered clouds,19%,995 mbar,18 km/h,SSE
"Tuesday, 29 May 2018, 18:00 — 00:00",43 / 33 °C,Passing clouds,27%,996 mbar,15 km/h,E
"Wednesday, 30 May 2018, 00:00 — 06:00",34 / 31 °C,Passing clouds,36%,997 mbar,13 km/h,ENE
"Wednesday, 30 May 2018, 06:00 — 12:00",37 / 31 °C,Scattered clouds,45%,1000 mbar,17 km/h,E
"Wednesday, 30 May 2018, 12:00 — 18:00",41 / 37 °C,Haze,37%,999 mbar,9 km/h,E
"Wednesday, 30 May 2018, 18:00 — 00:00",40 / 33 °C,Haze,40%,998 mbar,7 km/h,SSW
"Thursday, 31 May 2018, 00:00 — 06:00",33 / 29 °C,Haze,54%,999 mbar,8 km/h,E
"Thursday, 31 May 2018, 06:00 — 12:00",39 / 29 °C,Clear,55%,1002 mbar,12 km/h,E
"Thursday, 31 May 2018, 12:00 — 18:00",43 / 39 °C,Haze,29%,727 mbar,10 km/h,WSW
"Thursday, 31 May 2018, 18:00 — 00:00",41 / 35 °C,Haze,36%,900 mbar,5 km/h,WSW
"Friday, 1 June 2018, 00:00 — 06:00",35 / 30 °C,Haze,48%,834 mbar,10 km/h,ESE
"Friday, 1 June 2018, 06:00 — 12:00",39 / 30 °C,Haze,52%,920 mbar,15 km/h,SE
"Friday, 1 June 2018, 12:00 — 18:00",43 / 35 °C,Haze,35%,1001 mbar,18 km/h,ENE
"Friday, 1 June 2018, 18:00 — 00:00",36 / 29 °C,Passing clouds,46%,1001 mbar,6 km/h,E
"Saturday, 2 June 2018, 00:00 — 06:00",29 / 26 °C,Passing clouds,56%,1002 mbar,10 km/h,ENE
"Saturday, 2 June 2018, 06:00 — 12:00",35 / 26 °C,Clear,55%,1005 mbar,16 km/h,E
"Saturday, 2 June 2018, 12:00 — 18:00",40 / 35 °C,Haze,39%,1002 mbar,11 km/h,S
"Saturday, 2 June 2018, 18:00 — 00:00",38 / 32 °C,Haze,46%,1001 mbar,14 km/h,ESE
"Sunday, 3 June 2018, 00:00 — 06:00",31 / 28 °C,Clear,64%,1001 mbar,15 km/h,S
"Sunday, 3 June 2018, 06:00 — 12:00",37 / 29 °C,Clear,54%,912 mbar,17 km/h,SE
"Sunday, 3 June 2018, 12:00 — 18:00",41 / 37 °C,Clear,38%,915 mbar,8 km/h,ESE
"Sunday, 3 June 2018, 18:00 — 00:00",40 / 35 °C,Haze,45%,998 mbar,10 km/h,ESE
"Monday, 4 June 2018, 00:00 — 06:00",34 / 31 °C,Clear,53%,998 mbar,16 km/h,SSE
"Monday, 4 June 2018, 06:00 — 12:00",39 / 31 °C,Clear,52%,1001 mbar,21 km/h,SE
"Monday, 4 June 2018, 12:00 — 18:00",42 / 39 °C,Haze,40%,999 mbar,12 km/h,SSE
"Monday, 4 June 2018, 18:00 — 00:00",40 / 36 °C,Smoke,46%,666 mbar,9 km/h,ESE
"Tuesday, 5 June 2018, 00:00 — 06:00",36 / 32 °C,Clear,57%,273 mbar,15 km/h,SSE
"Tuesday, 5 June 2018, 06:00 — 12:00",40 / 32 °C,Clear,52%,1004 mbar,20 km/h,SE
"Tuesday, 5 June 2018, 12:00 — 18:00",42 / 40 °C,Haze,41%,1000 mbar,19 km/h,SE
"Tuesday, 5 June 2018, 18:00 — 00:00",41 / 24 °C,Thundershowers. Partly cloudy,73%,1005 mbar,22 km/h,N
"Wednesday, 6 June 2018, 00:00 — 06:00",26 / 25 °C,Partly cloudy,77%,1004 mbar,23 km/h,ESE
"Wednesday, 6 June 2018, 06:00 — 12:00",32 / 25 °C,Scattered clouds,68%,1007 mbar,8 km/h,E
"Wednesday, 6 June 2018, 12:00 — 18:00",35 / 32 °C,Clear,60%,1004 mbar,10 km/h,ESE
"Wednesday, 6 June 2018, 18:00 — 00:00",33 / 30 °C,Clear,67%,1002 mbar,8 km/h,ESE
"Thursday, 7 June 2018, 00:00 — 06:00",29 / 28 °C,Clear,66%,835 mbar,8 km/h,ESE
"Thursday, 7 June 2018, 06:00 — 12:00",36 / 28 °C,Clear,55%,1002 mbar,12 km/h,SE
"Thursday, 7 June 2018, 12:00 — 18:00",39 / 28 °C,Clear,52%,999 mbar,8 km/h,ENE
"Thursday, 7 June 2018, 18:00 — 00:00",38 / 34 °C,Clear,53%,997 mbar,5 km/h,ESE
"Friday, 8 June 2018, 00:00 — 06:00",34 / 31 °C,Clear,61%,997 mbar,4 km/h,E
"Friday, 8 June 2018, 06:00 — 12:00",40 / 31 °C,Clear,51%,998 mbar,8 km/h,SE
"Friday, 8 June 2018, 12:00 — 18:00",42 / 40 °C,Clear,38%,553 mbar,12 km/h,SSE
"Friday, 8 June 2018, 18:00 — 00:00",40 / 34 °C,Passing clouds,51%,596 mbar,17 km/h,SE
"Saturday, 9 June 2018, 00:00 — 06:00",33 / 26 °C,Passing clouds,68%,897 mbar,24 km/h,ENE
"Saturday, 9 June 2018, 06:00 — 12:00",29 / 25 °C,Thunderstorms. More clouds than sun,68%,907 mbar,16 km/h,SE
"Saturday, 9 June 2018, 12:00 — 18:00",32 / 27 °C,Broken clouds,67%,996 mbar,20 km/h,S
"Saturday, 9 June 2018, 18:00 — 00:00",31 / 28 °C,Passing clouds,68%,996 mbar,6 km/h,N
"Sunday, 10 June 2018, 00:00 — 06:00",28 / 27 °C,Passing clouds,76%,997 mbar,7 km/h,NE
"Sunday, 10 June 2018, 06:00 — 12:00",36 / 28 °C,Scattered clouds,60%,998 mbar,6 km/h,SE
"Sunday, 10 June 2018, 12:00 — 18:00",38 / 36 °C,Scattered clouds,44%,996 mbar,10 km/h,WNW
"Sunday, 10 June 2018, 18:00 — 00:00",36 / 32 °C,Clear,54%,996 mbar,8 km/h,NW
"Monday, 11 June 2018, 00:00 — 06:00",32 / 29 °C,Clear,60%,996 mbar,4 km/h,E
"Monday, 11 June 2018, 06:00 — 12:00",37 / 31 °C,Haze,50%,997 mbar,7 km/h,WNW
"Monday, 11 June 2018, 12:00 — 18:00",40 / 38 °C,Haze,40%,994 mbar,16 km/h,NW
"Monday, 11 June 2018, 18:00 — 00:00",39 / 34 °C,Haze,47%,992 mbar,8 km/h,W
